trial_index,trial_type,response,story_pass,s_or_q,state,qtype,edge,altedge,slider_true_right,objective_pr,edge_count,altedge_count,ex_pr_edge,ex_pr_altedge,resp_objective,resp_ex_pr_edge,resp_ex_pr_altedge
233,html-slider-response,100.0,14,q,,Default,SubjectstaresTurntobarista,SubjectstaresXshove,False,66.0,3.0,2.0,60.0,40.0,34.0,40.0,60.0
234,instructions,,14,s,Turntobarista,,,,,,130.0,130.0,50.0,50.0,,,
235,html-slider-response,0.0,14,q,,Default,TurntobaristaDessertcrumble,TurntobaristaCreamsplash,False,50.0,2.0,2.0,50.0,50.0,50.0,50.0,50.0
236,instructions,,14,s,Dessertcrumble,,,,,,131.0,131.0,50.0,50.0,,,
237,html-slider-response,0.0,14,q,,Default,DessertcrumbleBaristaorders,DessertcrumbleCallpoliceman,False,90.0,8.0,3.0,72.72727272727273,27.27272727272727,10.0,27.272727272727266,72.72727272727273
238,instructions,,14,s,Baristaorders,,,,,,132.0,132.0,50.0,50.0,,,
239,html-slider-response,100.0,14,q,,Permute,BaristaordersLovejuice,BaristaordersLovejuice,True,100.0,6.0,6.0,50.0,50.0,100.0,50.0,50.0
240,instructions,,14,s,Lovejuice,,,,,,133.0,133.0,50.0,50.0,,,
241,html-slider-response,100.0,14,q,,Alter,LovejuiceEND,LovejuiceEND,True,100.0,6.0,6.0,50.0,50.0,100.0,50.0,50.0
242,instructions,,14,s,END,,,,,,134.0,134.0,50.0,50.0,,,
